,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,date,time,year,day1ofyear,dayofyear,hour,weekday,day,time_diff
19924,None,279.58,0.0,0.0,90,Mist,mist,2015-12-10 14:00:00,5444,2015-12-10,14:00:00,2015,2015-01-01,343,14.0,3,1164,0.0
19951,None,277.15,0.0,0.0,90,Haze,haze,2015-12-12 16:00:00,5084,2015-12-12,16:00:00,2015,2015-01-01,345,16.0,5,1166,7200.0
19952,None,277.15,0.0,0.0,90,Mist,mist,2015-12-12 16:00:00,5084,2015-12-12,16:00:00,2015,2015-01-01,345,16.0,5,1166,0.0
19955,None,276.79,0.0,0.0,90,Drizzle,drizzle,2015-12-12 22:00:00,2863,2015-12-12,22:00:00,2015,2015-01-01,345,22.0,5,1166,7200.0
19956,None,276.79,0.0,0.0,90,Mist,mist,2015-12-12 22:00:00,2863,2015-12-12,22:00:00,2015,2015-01-01,345,22.0,5,1166,0.0
19957,None,276.79,0.0,0.0,90,Rain,light rain,2015-12-12 22:00:00,2863,2015-12-12,22:00:00,2015,2015-01-01,345,22.0,5,1166,0.0
19958,None,276.87,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-12 23:00:00,2083,2015-12-12,23:00:00,2015,2015-01-01,345,23.0,5,1166,3600.0
19959,None,276.87,0.0,0.0,90,Mist,mist,2015-12-12 23:00:00,2083,2015-12-12,23:00:00,2015,2015-01-01,345,23.0,5,1166,0.0
19962,None,277.01,0.0,0.0,90,Rain,moderate rain,2015-12-13 04:00:00,289,2015-12-13,04:00:00,2015,2015-01-01,346,4.0,6,1166,7200.0
19963,None,277.01,0.0,0.0,90,Mist,mist,2015-12-13 04:00:00,289,2015-12-13,04:00:00,2015,2015-01-01,346,4.0,6,1166,0.0
19964,None,277.01,0.0,0.0,90,Drizzle,drizzle,2015-12-13 04:00:00,289,2015-12-13,04:00:00,2015,2015-01-01,346,4.0,6,1166,0.0
19965,None,277.01,0.0,0.0,90,Rain,moderate rain,2015-12-13 06:00:00,707,2015-12-13,06:00:00,2015,2015-01-01,346,6.0,6,1166,7200.0
19966,None,277.01,0.0,0.0,90,Mist,mist,2015-12-13 06:00:00,707,2015-12-13,06:00:00,2015,2015-01-01,346,6.0,6,1166,0.0
19967,None,276.87,0.0,0.0,90,Rain,moderate rain,2015-12-13 08:00:00,1656,2015-12-13,08:00:00,2015,2015-01-01,346,8.0,6,1166,7200.0
19968,None,276.87,0.0,0.0,90,Mist,mist,2015-12-13 08:00:00,1656,2015-12-13,08:00:00,2015,2015-01-01,346,8.0,6,1166,0.0
19969,None,276.87,0.0,0.0,90,Drizzle,drizzle,2015-12-13 08:00:00,1656,2015-12-13,08:00:00,2015,2015-01-01,346,8.0,6,1166,0.0
19970,None,276.94,0.0,0.0,90,Rain,light rain,2015-12-13 10:00:00,3331,2015-12-13,10:00:00,2015,2015-01-01,346,10.0,6,1167,7200.0
19971,None,276.94,0.0,0.0,90,Mist,mist,2015-12-13 10:00:00,3331,2015-12-13,10:00:00,2015,2015-01-01,346,10.0,6,1167,0.0
19972,None,276.94,0.0,0.0,90,Drizzle,drizzle,2015-12-13 10:00:00,3331,2015-12-13,10:00:00,2015,2015-01-01,346,10.0,6,1167,0.0
19973,None,277.01,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-13 12:00:00,4212,2015-12-13,12:00:00,2015,2015-01-01,346,12.0,6,1167,7200.0
19974,None,277.01,0.0,0.0,90,Mist,mist,2015-12-13 12:00:00,4212,2015-12-13,12:00:00,2015,2015-01-01,346,12.0,6,1167,0.0
19975,None,277.01,0.0,0.0,90,Rain,light rain,2015-12-13 12:00:00,4212,2015-12-13,12:00:00,2015,2015-01-01,346,12.0,6,1167,0.0
19985,None,276.3,0.0,0.0,90,Rain,moderate rain,2015-12-14 05:00:00,2679,2015-12-14,05:00:00,2015,2015-01-01,347,5.0,0,1167,7200.0
19986,None,276.3,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-14 05:00:00,2679,2015-12-14,05:00:00,2015,2015-01-01,347,5.0,0,1167,0.0
19987,None,275.72,0.0,0.0,90,Rain,moderate rain,2015-12-14 07:00:00,5478,2015-12-14,07:00:00,2015,2015-01-01,347,7.0,0,1167,7200.0
19988,None,275.72,0.0,0.0,90,Mist,mist,2015-12-14 07:00:00,5478,2015-12-14,07:00:00,2015,2015-01-01,347,7.0,0,1167,0.0
19989,None,275.72,0.0,0.0,90,Snow,snow,2015-12-14 07:00:00,5478,2015-12-14,07:00:00,2015,2015-01-01,347,7.0,0,1167,0.0
19990,None,274.94,0.0,0.0,90,Rain,moderate rain,2015-12-14 09:00:00,4783,2015-12-14,09:00:00,2015,2015-01-01,347,9.0,0,1168,7200.0
19991,None,274.94,0.0,0.0,90,Mist,mist,2015-12-14 09:00:00,4783,2015-12-14,09:00:00,2015,2015-01-01,347,9.0,0,1168,0.0
19992,None,274.94,0.0,0.0,90,Snow,snow,2015-12-14 09:00:00,4783,2015-12-14,09:00:00,2015,2015-01-01,347,9.0,0,1168,0.0
19993,None,274.35,0.0,0.0,90,Rain,moderate rain,2015-12-14 11:00:00,4086,2015-12-14,11:00:00,2015,2015-01-01,347,11.0,0,1168,7200.0
19994,None,274.35,0.0,0.0,90,Mist,mist,2015-12-14 11:00:00,4086,2015-12-14,11:00:00,2015,2015-01-01,347,11.0,0,1168,0.0
19995,None,274.35,0.0,0.0,90,Drizzle,drizzle,2015-12-14 11:00:00,4086,2015-12-14,11:00:00,2015,2015-01-01,347,11.0,0,1168,0.0
19996,None,274.35,0.0,0.0,90,Snow,snow,2015-12-14 11:00:00,4086,2015-12-14,11:00:00,2015,2015-01-01,347,11.0,0,1168,0.0
19999,None,274.87,0.0,0.0,90,Rain,light rain,2015-12-14 15:00:00,5532,2015-12-14,15:00:00,2015,2015-01-01,347,15.0,0,1168,3600.0
20000,None,274.87,0.0,0.0,90,Drizzle,drizzle,2015-12-14 15:00:00,5532,2015-12-14,15:00:00,2015,2015-01-01,347,15.0,0,1168,0.0
20001,None,274.42,0.0,0.0,90,Snow,light snow,2015-12-14 17:00:00,5739,2015-12-14,17:00:00,2015,2015-01-01,347,17.0,0,1168,7200.0
20002,None,274.42,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-14 17:00:00,5739,2015-12-14,17:00:00,2015,2015-01-01,347,17.0,0,1168,0.0
20013,None,273.65,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-15 14:00:00,5406,2015-12-15,14:00:00,2015,2015-01-01,348,14.0,1,1169,3600.0
20014,None,273.65,0.0,0.0,90,Haze,haze,2015-12-15 14:00:00,5406,2015-12-15,14:00:00,2015,2015-01-01,348,14.0,1,1169,0.0
20015,None,273.65,0.0,0.0,90,Mist,mist,2015-12-15 14:00:00,5406,2015-12-15,14:00:00,2015,2015-01-01,348,14.0,1,1169,0.0
20016,None,273.68,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-15 15:00:00,5783,2015-12-15,15:00:00,2015,2015-01-01,348,15.0,1,1169,3600.0
20017,None,273.68,0.0,0.0,90,Mist,mist,2015-12-15 15:00:00,5783,2015-12-15,15:00:00,2015,2015-01-01,348,15.0,1,1169,0.0
20018,None,273.68,0.0,0.0,90,Snow,light snow,2015-12-15 15:00:00,5783,2015-12-15,15:00:00,2015,2015-01-01,348,15.0,1,1169,0.0
20023,None,274.15,0.0,0.0,90,Rain,light rain,2015-12-16 00:00:00,587,2015-12-16,00:00:00,2015,2015-01-01,349,0.0,2,1169,3600.0
20024,None,274.15,0.0,0.0,90,Mist,mist,2015-12-16 00:00:00,587,2015-12-16,00:00:00,2015,2015-01-01,349,0.0,2,1169,0.0
20025,None,274.15,0.0,0.0,90,Snow,light snow,2015-12-16 00:00:00,587,2015-12-16,00:00:00,2015,2015-01-01,349,0.0,2,1169,0.0
20026,None,274.22,0.0,0.0,90,Mist,mist,2015-12-16 02:00:00,269,2015-12-16,02:00:00,2015,2015-01-01,349,2.0,2,1169,7200.0
20027,None,274.22,0.0,0.0,90,Snow,light snow,2015-12-16 02:00:00,269,2015-12-16,02:00:00,2015,2015-01-01,349,2.0,2,1169,0.0
20028,None,274.22,0.0,0.0,90,Rain,light rain,2015-12-16 02:00:00,269,2015-12-16,02:00:00,2015,2015-01-01,349,2.0,2,1169,0.0
20029,None,274.22,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-16 02:00:00,269,2015-12-16,02:00:00,2015,2015-01-01,349,2.0,2,1169,0.0
20030,None,273.86,0.0,0.0,90,Snow,snow,2015-12-16 04:00:00,904,2015-12-16,04:00:00,2015,2015-01-01,349,4.0,2,1169,7200.0
20031,None,273.86,0.0,0.0,90,Mist,mist,2015-12-16 04:00:00,904,2015-12-16,04:00:00,2015,2015-01-01,349,4.0,2,1169,0.0
20032,None,273.86,0.0,0.0,90,Rain,moderate rain,2015-12-16 04:00:00,904,2015-12-16,04:00:00,2015,2015-01-01,349,4.0,2,1169,0.0
20033,None,274.58,0.0,0.0,90,Rain,light rain,2015-12-16 06:00:00,5665,2015-12-16,06:00:00,2015,2015-01-01,349,6.0,2,1169,7200.0
20034,None,274.58,0.0,0.0,90,Mist,mist,2015-12-16 06:00:00,5665,2015-12-16,06:00:00,2015,2015-01-01,349,6.0,2,1169,0.0
20035,None,274.58,0.0,0.0,90,Snow,light snow,2015-12-16 06:00:00,5665,2015-12-16,06:00:00,2015,2015-01-01,349,6.0,2,1169,0.0
20036,None,275.44,0.0,0.0,90,Mist,mist,2015-12-16 08:00:00,5882,2015-12-16,08:00:00,2015,2015-01-01,349,8.0,2,1169,7200.0
20037,None,275.44,0.0,0.0,90,Drizzle,drizzle,2015-12-16 08:00:00,5882,2015-12-16,08:00:00,2015,2015-01-01,349,8.0,2,1169,0.0
20038,None,275.29,0.0,0.0,90,Snow,snow,2015-12-16 10:00:00,4593,2015-12-16,10:00:00,2015,2015-01-01,349,10.0,2,1170,7200.0
20039,None,275.29,0.0,0.0,90,Rain,moderate rain,2015-12-16 10:00:00,4593,2015-12-16,10:00:00,2015,2015-01-01,349,10.0,2,1170,0.0
20040,None,275.29,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2015-12-16 10:00:00,4593,2015-12-16,10:00:00,2015,2015-01-01,349,10.0,2,1170,0.0
20041,None,275.29,0.0,0.0,90,Mist,mist,2015-12-16 10:00:00,4593,2015-12-16,10:00:00,2015,2015-01-01,349,10.0,2,1170,0.0
20042,None,275.15,0.0,0.0,90,Rain,moderate rain,2015-12-16 12:00:00,4807,2015-12-16,12:00:00,2015,2015-01-01,349,12.0,2,1170,7200.0
20043,None,275.15,0.0,0.0,90,Mist,mist,2015-12-16 12:00:00,4807,2015-12-16,12:00:00,2015,2015-01-01,349,12.0,2,1170,0.0
20044,None,275.15,0.0,0.0,90,Drizzle,drizzle,2015-12-16 12:00:00,4807,2015-12-16,12:00:00,2015,2015-01-01,349,12.0,2,1170,0.0
20045,None,275.42,0.0,0.0,90,Rain,light rain,2015-12-16 13:00:00,4939,2015-12-16,13:00:00,2015,2015-01-01,349,13.0,2,1170,3600.0
20046,None,275.42,0.0,0.0,90,Mist,mist,2015-12-16 13:00:00,4939,2015-12-16,13:00:00,2015,2015-01-01,349,13.0,2,1170,0.0
20047,None,275.42,0.0,0.0,90,Drizzle,drizzle,2015-12-16 13:00:00,4939,2015-12-16,13:00:00,2015,2015-01-01,349,13.0,2,1170,0.0
20048,None,275.65,0.0,0.0,90,Rain,moderate rain,2015-12-16 14:00:00,5214,2015-12-16,14:00:00,2015,2015-01-01,349,14.0,2,1170,3600.0
20049,None,275.65,0.0,0.0,90,Mist,mist,2015-12-16 14:00:00,5214,2015-12-16,14:00:00,2015,2015-01-01,349,14.0,2,1170,0.0
20050,None,275.65,0.0,0.0,90,Snow,light snow,2015-12-16 14:00:00,5214,2015-12-16,14:00:00,2015,2015-01-01,349,14.0,2,1170,0.0
20051,None,275.65,0.0,0.0,90,Drizzle,drizzle,2015-12-16 14:00:00,5214,2015-12-16,14:00:00,2015,2015-01-01,349,14.0,2,1170,0.0
20052,None,274.88,0.0,0.0,90,Rain,light rain,2015-12-16 16:00:00,6450,2015-12-16,16:00:00,2015,2015-01-01,349,16.0,2,1170,7200.0
20053,None,274.88,0.0,0.0,90,Mist,mist,2015-12-16 16:00:00,6450,2015-12-16,16:00:00,2015,2015-01-01,349,16.0,2,1170,0.0
20054,None,274.88,0.0,0.0,90,Drizzle,light intensity drizzle,2015-12-16 16:00:00,6450,2015-12-16,16:00:00,2015,2015-01-01,349,16.0,2,1170,0.0
20055,None,273.37,0.0,0.0,90,Snow,light snow,2015-12-16 18:00:00,4479,2015-12-16,18:00:00,2015,2015-01-01,349,18.0,2,1170,7200.0
20056,None,273.37,0.0,0.0,90,Mist,mist,2015-12-16 18:00:00,4479,2015-12-16,18:00:00,2015,2015-01-01,349,18.0,2,1170,0.0
20116,None,273.49,0.0,0.0,90,Haze,haze,2015-12-20 22:00:00,1564,2015-12-20,22:00:00,2015,2015-01-01,353,22.0,6,1174,7200.0
20117,None,273.49,0.0,0.0,90,Mist,mist,2015-12-20 22:00:00,1564,2015-12-20,22:00:00,2015,2015-01-01,353,22.0,6,1174,0.0
20120,None,272.29,0.0,0.0,90,Haze,haze,2015-12-21 02:00:00,272,2015-12-21,02:00:00,2015,2015-01-01,354,2.0,0,1174,3600.0
20121,None,272.29,0.0,0.0,90,Mist,mist,2015-12-21 02:00:00,272,2015-12-21,02:00:00,2015,2015-01-01,354,2.0,0,1174,0.0
20132,None,271.93,0.0,0.0,90,Snow,snow,2015-12-21 23:00:00,1223,2015-12-21,23:00:00,2015,2015-01-01,354,23.0,0,1175,3600.0
20133,None,271.93,0.0,0.0,90,Mist,mist,2015-12-21 23:00:00,1223,2015-12-21,23:00:00,2015,2015-01-01,354,23.0,0,1175,0.0
20134,None,271.56,0.0,0.0,90,Mist,mist,2015-12-22 01:00:00,434,2015-12-22,01:00:00,2015,2015-01-01,355,1.0,1,1175,7200.0
20135,None,271.56,0.0,0.0,90,Snow,light snow,2015-12-22 01:00:00,434,2015-12-22,01:00:00,2015,2015-01-01,355,1.0,1,1175,0.0
20137,None,271.95,0.0,0.0,90,Mist,mist,2015-12-22 06:00:00,5276,2015-12-22,06:00:00,2015,2015-01-01,355,6.0,1,1175,7200.0
20138,None,271.95,0.0,0.0,90,Snow,light snow,2015-12-22 06:00:00,5276,2015-12-22,06:00:00,2015,2015-01-01,355,6.0,1,1175,0.0
20150,None,275.14,0.25,0.0,90,Rain,light rain,2015-12-23 06:00:00,4708,2015-12-23,06:00:00,2015,2015-01-01,356,6.0,2,1176,7200.0
20151,None,275.14,0.25,0.0,90,Mist,mist,2015-12-23 06:00:00,4708,2015-12-23,06:00:00,2015,2015-01-01,356,6.0,2,1176,0.0
20152,None,275.14,0.25,0.0,90,Drizzle,light intensity drizzle,2015-12-23 06:00:00,4708,2015-12-23,06:00:00,2015,2015-01-01,356,6.0,2,1176,0.0
20153,None,274.73,0.64,0.0,90,Rain,moderate rain,2015-12-23 08:00:00,4619,2015-12-23,08:00:00,2015,2015-01-01,356,8.0,2,1176,7200.0
20154,None,274.73,0.64,0.0,90,Mist,mist,2015-12-23 08:00:00,4619,2015-12-23,08:00:00,2015,2015-01-01,356,8.0,2,1176,0.0
20155,None,274.74,1.02,0.0,90,Rain,moderate rain,2015-12-23 10:00:00,4674,2015-12-23,10:00:00,2015,2015-01-01,356,10.0,2,1177,7200.0
20156,None,274.74,1.02,0.0,90,Mist,mist,2015-12-23 10:00:00,4674,2015-12-23,10:00:00,2015,2015-01-01,356,10.0,2,1177,0.0
20157,None,274.74,1.02,0.0,90,Fog,fog,2015-12-23 10:00:00,4674,2015-12-23,10:00:00,2015,2015-01-01,356,10.0,2,1177,0.0
20158,None,274.33,0.98,0.51,90,Rain,moderate rain,2015-12-23 12:00:00,5167,2015-12-23,12:00:00,2015,2015-01-01,356,12.0,2,1177,7200.0
20159,None,274.33,0.98,0.51,90,Snow,snow,2015-12-23 12:00:00,5167,2015-12-23,12:00:00,2015,2015-01-01,356,12.0,2,1177,0.0
20160,None,274.33,0.98,0.51,90,Mist,mist,2015-12-23 12:00:00,5167,2015-12-23,12:00:00,2015,2015-01-01,356,12.0,2,1177,0.0
20161,None,274.33,0.98,0.51,90,Fog,fog,2015-12-23 12:00:00,5167,2015-12-23,12:00:00,2015,2015-01-01,356,12.0,2,1177,0.0
20162,None,273.74,0.0,0.32,90,Snow,light snow,2015-12-23 14:00:00,5182,2015-12-23,14:00:00,2015,2015-01-01,356,14.0,2,1177,7200.0
20163,None,273.74,0.0,0.32,90,Mist,mist,2015-12-23 14:00:00,5182,2015-12-23,14:00:00,2015,2015-01-01,356,14.0,2,1177,0.0
20164,None,273.74,0.0,0.32,90,Rain,moderate rain,2015-12-23 14:00:00,5182,2015-12-23,14:00:00,2015,2015-01-01,356,14.0,2,1177,0.0
20165,None,273.86,0.0,0.32,90,Snow,light snow,2015-12-23 16:00:00,5222,2015-12-23,16:00:00,2015,2015-01-01,356,16.0,2,1177,7200.0
20166,None,273.86,0.0,0.32,90,Mist,mist,2015-12-23 16:00:00,5222,2015-12-23,16:00:00,2015,2015-01-01,356,16.0,2,1177,0.0
20167,None,273.83,0.0,0.06,90,Snow,light snow,2015-12-23 18:00:00,3854,2015-12-23,18:00:00,2015,2015-01-01,356,18.0,2,1177,7200.0
20168,None,273.83,0.0,0.06,90,Mist,mist,2015-12-23 18:00:00,3854,2015-12-23,18:00:00,2015,2015-01-01,356,18.0,2,1177,0.0
20203,None,271.22,0.0,0.0,90,Mist,mist,2015-12-25 23:00:00,1286,2015-12-25,23:00:00,2015,2015-01-01,358,23.0,4,1179,3600.0
20204,None,271.22,0.0,0.0,90,Snow,light snow,2015-12-25 23:00:00,1286,2015-12-25,23:00:00,2015,2015-01-01,358,23.0,4,1179,0.0
20205,None,271.26,0.0,0.0,75,Haze,haze,2015-12-26 00:00:00,765,2015-12-26,00:00:00,2015,2015-01-01,359,0.0,5,1179,3600.0
20206,None,271.26,0.0,0.0,75,Snow,snow,2015-12-26 00:00:00,765,2015-12-26,00:00:00,2015,2015-01-01,359,0.0,5,1179,0.0
20207,None,270.95,0.0,0.0,90,Snow,snow,2015-12-26 01:00:00,420,2015-12-26,01:00:00,2015,2015-01-01,359,1.0,5,1179,3600.0
20208,None,270.95,0.0,0.0,90,Fog,fog,2015-12-26 01:00:00,420,2015-12-26,01:00:00,2015,2015-01-01,359,1.0,5,1179,0.0
20209,None,270.95,0.0,0.0,90,Mist,mist,2015-12-26 01:00:00,420,2015-12-26,01:00:00,2015,2015-01-01,359,1.0,5,1179,0.0
20210,None,270.91,0.0,0.0,90,Snow,light snow,2015-12-26 02:00:00,302,2015-12-26,02:00:00,2015,2015-01-01,359,2.0,5,1179,3600.0
20211,None,270.91,0.0,0.0,90,Mist,mist,2015-12-26 02:00:00,302,2015-12-26,02:00:00,2015,2015-01-01,359,2.0,5,1179,0.0
20212,None,270.74,0.0,0.0,90,Snow,snow,2015-12-26 03:00:00,285,2015-12-26,03:00:00,2015,2015-01-01,359,3.0,5,1179,3600.0
20213,None,270.74,0.0,0.0,90,Mist,mist,2015-12-26 03:00:00,285,2015-12-26,03:00:00,2015,2015-01-01,359,3.0,5,1179,0.0
20214,None,270.66,0.0,0.0,90,Snow,heavy snow,2015-12-26 04:00:00,270,2015-12-26,04:00:00,2015,2015-01-01,359,4.0,5,1179,3600.0
20215,None,270.66,0.0,0.0,90,Mist,mist,2015-12-26 04:00:00,270,2015-12-26,04:00:00,2015,2015-01-01,359,4.0,5,1179,0.0
20216,None,270.71,0.0,0.0,90,Snow,light snow,2015-12-26 05:00:00,462,2015-12-26,05:00:00,2015,2015-01-01,359,5.0,5,1179,3600.0
20217,None,270.71,0.0,0.0,90,Mist,mist,2015-12-26 05:00:00,462,2015-12-26,05:00:00,2015,2015-01-01,359,5.0,5,1179,0.0
20218,None,270.69,0.0,0.0,90,Snow,snow,2015-12-26 06:00:00,843,2015-12-26,06:00:00,2015,2015-01-01,359,6.0,5,1179,3600.0
20219,None,270.69,0.0,0.0,90,Mist,mist,2015-12-26 06:00:00,843,2015-12-26,06:00:00,2015,2015-01-01,359,6.0,5,1179,0.0
20266,None,267.25,0.0,0.25,90,Snow,snow,2015-12-28 21:00:00,2149,2015-12-28,21:00:00,2015,2015-01-01,361,21.0,0,1182,10800.0
20267,None,267.25,0.0,0.25,90,Mist,mist,2015-12-28 21:00:00,2149,2015-12-28,21:00:00,2015,2015-01-01,361,21.0,0,1182,0.0
20268,None,267.14,0.0,0.44,90,Snow,snow,2015-12-28 22:00:00,2165,2015-12-28,22:00:00,2015,2015-01-01,361,22.0,0,1182,3600.0
20269,None,267.14,0.0,0.44,90,Mist,mist,2015-12-28 22:00:00,2165,2015-12-28,22:00:00,2015,2015-01-01,361,22.0,0,1182,0.0
20270,None,267.06,0.0,0.51,90,Snow,snow,2015-12-28 23:00:00,888,2015-12-28,23:00:00,2015,2015-01-01,361,23.0,0,1182,3600.0
20271,None,267.06,0.0,0.51,90,Mist,mist,2015-12-28 23:00:00,888,2015-12-28,23:00:00,2015,2015-01-01,361,23.0,0,1182,0.0
20272,None,266.95,0.0,0.13,90,Snow,light snow,2015-12-29 00:00:00,505,2015-12-29,00:00:00,2015,2015-01-01,362,0.0,1,1182,3600.0
20273,None,266.95,0.0,0.13,90,Mist,mist,2015-12-29 00:00:00,505,2015-12-29,00:00:00,2015,2015-01-01,362,0.0,1,1182,0.0
20274,None,266.73,0.0,0.05,90,Snow,light snow,2015-12-29 01:00:00,363,2015-12-29,01:00:00,2015,2015-01-01,362,1.0,1,1182,3600.0
20275,None,266.73,0.0,0.05,90,Mist,mist,2015-12-29 01:00:00,363,2015-12-29,01:00:00,2015,2015-01-01,362,1.0,1,1182,0.0
20276,None,267.06,0.0,0.0,90,Snow,light snow,2015-12-29 03:00:00,427,2015-12-29,03:00:00,2015,2015-01-01,362,3.0,1,1182,7200.0
20277,None,267.06,0.0,0.0,90,Mist,mist,2015-12-29 03:00:00,427,2015-12-29,03:00:00,2015,2015-01-01,362,3.0,1,1182,0.0
20278,None,267.96,0.0,0.05,90,Snow,light snow,2015-12-29 04:00:00,763,2015-12-29,04:00:00,2015,2015-01-01,362,4.0,1,1182,3600.0
20279,None,267.96,0.0,0.05,90,Mist,mist,2015-12-29 04:00:00,763,2015-12-29,04:00:00,2015,2015-01-01,362,4.0,1,1182,0.0
20280,None,268.34,0.0,0.05,90,Snow,light snow,2015-12-29 05:00:00,2236,2015-12-29,05:00:00,2015,2015-01-01,362,5.0,1,1182,3600.0
20281,None,268.34,0.0,0.05,90,Mist,mist,2015-12-29 05:00:00,2236,2015-12-29,05:00:00,2015,2015-01-01,362,5.0,1,1182,0.0
20282,None,268.91,0.0,0.05,90,Snow,light snow,2015-12-29 06:00:00,3568,2015-12-29,06:00:00,2015,2015-01-01,362,6.0,1,1182,3600.0
20283,None,268.91,0.0,0.05,90,Mist,mist,2015-12-29 06:00:00,3568,2015-12-29,06:00:00,2015,2015-01-01,362,6.0,1,1182,0.0
20284,None,269.24,0.0,0.05,90,Snow,light snow,2015-12-29 07:00:00,3415,2015-12-29,07:00:00,2015,2015-01-01,362,7.0,1,1182,3600.0
20285,None,269.24,0.0,0.05,90,Mist,mist,2015-12-29 07:00:00,3415,2015-12-29,07:00:00,2015,2015-01-01,362,7.0,1,1182,0.0
20286,None,269.4,0.0,0.1,75,Snow,light snow,2015-12-29 08:00:00,2979,2015-12-29,08:00:00,2015,2015-01-01,362,8.0,1,1182,3600.0
20287,None,269.4,0.0,0.1,75,Mist,mist,2015-12-29 08:00:00,2979,2015-12-29,08:00:00,2015,2015-01-01,362,8.0,1,1182,0.0
20288,None,269.55,0.0,0.1,90,Snow,light snow,2015-12-29 09:00:00,3027,2015-12-29,09:00:00,2015,2015-01-01,362,9.0,1,1183,3600.0
20289,None,269.55,0.0,0.1,90,Mist,mist,2015-12-29 09:00:00,3027,2015-12-29,09:00:00,2015,2015-01-01,362,9.0,1,1183,0.0
20291,None,269.24,0.0,0.0,90,Snow,light snow,2015-12-29 12:00:00,3584,2015-12-29,12:00:00,2015,2015-01-01,362,12.0,1,1183,7200.0
20292,None,269.24,0.0,0.0,90,Mist,mist,2015-12-29 12:00:00,3584,2015-12-29,12:00:00,2015,2015-01-01,362,12.0,1,1183,0.0
20293,None,269.17,0.0,0.05,90,Snow,light snow,2015-12-29 14:00:00,4301,2015-12-29,14:00:00,2015,2015-01-01,362,14.0,1,1183,7200.0
20294,None,269.17,0.0,0.05,90,Mist,mist,2015-12-29 14:00:00,4301,2015-12-29,14:00:00,2015,2015-01-01,362,14.0,1,1183,0.0
20299,None,267.18,0.0,0.0,90,Mist,mist,2015-12-29 23:00:00,1180,2015-12-29,23:00:00,2015,2015-01-01,362,23.0,1,1183,3600.0
20300,None,267.18,0.0,0.0,90,Fog,fog,2015-12-29 23:00:00,1180,2015-12-29,23:00:00,2015,2015-01-01,362,23.0,1,1183,0.0
20301,None,267.19,0.0,0.0,90,Mist,mist,2015-12-30 01:00:00,421,2015-12-30,01:00:00,2015,2015-01-01,363,1.0,2,1183,7200.0
20302,None,267.19,0.0,0.0,90,Snow,light snow,2015-12-30 01:00:00,421,2015-12-30,01:00:00,2015,2015-01-01,363,1.0,2,1183,0.0
20325,None,260.0,0.0,0.0,20,Mist,mist,2015-12-31 08:00:00,3922,2015-12-31,08:00:00,2015,2015-01-01,364,8.0,3,1184,3600.0
20326,None,260.0,0.0,0.0,20,Snow,light snow,2015-12-31 08:00:00,3922,2015-12-31,08:00:00,2015,2015-01-01,364,8.0,3,1184,0.0
20327,None,260.55,0.0,0.0,90,Snow,light snow,2015-12-31 09:00:00,3983,2015-12-31,09:00:00,2015,2015-01-01,364,9.0,3,1185,3600.0
20328,None,260.55,0.0,0.0,90,Fog,fog,2015-12-31 09:00:00,3983,2015-12-31,09:00:00,2015,2015-01-01,364,9.0,3,1185,0.0
20329,None,260.55,0.0,0.0,90,Mist,mist,2015-12-31 09:00:00,3983,2015-12-31,09:00:00,2015,2015-01-01,364,9.0,3,1185,0.0
20330,None,260.55,0.0,0.0,90,Haze,haze,2015-12-31 09:00:00,3983,2015-12-31,09:00:00,2015,2015-01-01,364,9.0,3,1185,0.0
20331,None,262.17,0.0,0.0,40,Snow,light snow,2015-12-31 10:00:00,4150,2015-12-31,10:00:00,2015,2015-01-01,364,10.0,3,1185,3600.0
20332,None,262.17,0.0,0.0,40,Mist,mist,2015-12-31 10:00:00,4150,2015-12-31,10:00:00,2015,2015-01-01,364,10.0,3,1185,0.0
20333,None,262.17,0.0,0.0,40,Haze,haze,2015-12-31 10:00:00,4150,2015-12-31,10:00:00,2015,2015-01-01,364,10.0,3,1185,0.0
20334,None,264.05,0.0,0.0,90,Haze,haze,2015-12-31 12:00:00,5054,2015-12-31,12:00:00,2015,2015-01-01,364,12.0,3,1185,7200.0
20335,None,264.05,0.0,0.0,90,Snow,light snow,2015-12-31 12:00:00,5054,2015-12-31,12:00:00,2015,2015-01-01,364,12.0,3,1185,0.0
20336,None,264.53,0.0,0.0,90,Haze,haze,2015-12-31 13:00:00,5245,2015-12-31,13:00:00,2015,2015-01-01,364,13.0,3,1185,3600.0
20337,None,264.53,0.0,0.0,90,Snow,light snow,2015-12-31 13:00:00,5245,2015-12-31,13:00:00,2015,2015-01-01,364,13.0,3,1185,0.0
20338,None,264.83,0.0,0.0,90,Haze,haze,2015-12-31 15:00:00,5747,2015-12-31,15:00:00,2015,2015-01-01,364,15.0,3,1185,7200.0
20339,None,264.83,0.0,0.0,90,Snow,light snow,2015-12-31 15:00:00,5747,2015-12-31,15:00:00,2015,2015-01-01,364,15.0,3,1185,0.0
